employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
69335,Procurement,region_2,Master's & above,f,sourcing,1,56,5,29,1,0,73,1
61518,Sales & Marketing,region_26,Master's & above,m,other,1,39,3,10,0,0,46,0
32186,Technology,region_31,Bachelor's,m,sourcing,1,33,5,4,1,0,81,0
56571,Operations,region_2,Bachelor's,m,sourcing,1,31,5,5,1,0,57,0
59739,Legal,region_2,Bachelor's,m,sourcing,1,45,3,10,0,0,63,0
36046,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,2,3,0,0,69,1
27607,Operations,region_27,Master's & above,m,other,1,46,1,3,0,0,54,0
67749,Technology,region_7,Master's & above,m,other,1,49,4,17,1,0,76,0
54514,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,35,4,6,0,0,49,0
30746,Analytics,region_2,Master's & above,m,other,2,33,5,6,1,0,78,1
61013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4,3,0,0,96,1
78182,Operations,region_22,Bachelor's,m,other,1,28,3,4,1,0,59,1
21222,Operations,region_15,Bachelor's,m,other,1,30,4,6,1,0,60,0
78218,Sales & Marketing,region_13,Bachelor's,m,other,1,35,4,6,1,1,93,1
77578,Sales & Marketing,region_7,Master's & above,m,sourcing,1,48,4,15,0,0,60,1
67926,Procurement,region_15,Bachelor's,f,sourcing,1,31,2,9,0,0,68,0
46282,Analytics,region_2,Bachelor's,m,other,1,32,2,5,0,0,81,0
25997,Sales & Marketing,region_5,Bachelor's,m,other,2,37,3,8,0,0,47,0
5500,Sales & Marketing,region_26,Bachelor's,m,other,1,48,2,5,0,0,49,0
29306,Sales & Marketing,region_1,Master's & above,m,sourcing,2,32,3,2,0,0,46,0
47132,Finance,region_26,Bachelor's,f,sourcing,1,31,5,4,1,1,64,1
23950,Technology,region_20,Master's & above,m,other,1,46,2,18,0,0,78,0
4151,Sales & Marketing,region_4,Bachelor's,m,other,1,34,5,4,0,1,63,1
47738,Procurement,region_17,Bachelor's,f,other,1,48,2,10,0,0,72,0
57358,Procurement,region_2,Master's & above,m,sourcing,1,48,2,17,0,0,82,1
13532,Legal,region_2,Master's & above,f,other,3,55,3,16,0,0,71,1
32612,HR,region_7,Master's & above,f,sourcing,1,35,3,4,0,0,49,0
51558,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,4,6,0,0,52,0
3991,Technology,region_13,Bachelor's,m,other,2,35,5,7,1,0,78,0
68919,Technology,region_13,Bachelor's,m,sourcing,1,38,5,4,0,0,93,1
4673,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,5,4,0,0,61,1
57846,Sales & Marketing,region_19,Bachelor's,m,other,1,35,2,6,0,0,52,0
24767,Operations,region_20,Master's & above,m,sourcing,2,36,3,10,1,0,62,1
56028,Technology,region_31,Bachelor's,m,other,1,42,2,10,0,0,83,0
60121,HR,region_11,Bachelor's,m,other,1,28,3,3,0,0,51,0
43336,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,4,2,0,0,53,0
67446,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3,7,1,0,50,1
39474,Procurement,region_2,Master's & above,f,sourcing,1,57,4,15,1,0,67,0
37994,Analytics,region_2,Bachelor's,m,other,1,27,4,2,0,0,83,0
74885,Operations,region_2,Bachelor's,f,sourcing,1,52,5,16,1,0,54,0
69093,Analytics,region_4,Master's & above,m,other,2,47,5,5,0,0,87,0
18116,Operations,region_27,Bachelor's,m,other,1,36,5,3,1,0,58,0
98,Technology,region_22,Master's & above,m,other,1,53,1,11,0,0,80,0
64512,Analytics,region_16,Bachelor's,m,other,1,30,3,4,1,0,81,0
569,Procurement,region_17,Bachelor's,m,sourcing,3,33,4,7,1,0,70,1
50191,Operations,region_22,Bachelor's,m,other,1,26,3,2,1,0,56,0
16290,Operations,region_34,Master's & above,m,sourcing,1,33,3,6,0,0,63,0
56195,R&D,region_22,Bachelor's,f,other,1,28,4,2,0,0,83,0
63050,Sales & Marketing,region_25,Master's & above,m,sourcing,1,37,3,5,0,0,50,0
47988,Operations,region_7,Master's & above,f,other,1,48,3,6,1,0,60,0
44025,Operations,region_19,Bachelor's,f,sourcing,1,33,3,3,1,0,56,1
62865,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,29,3,4,0,0,44,0
38914,Finance,region_26,Bachelor's,m,sourcing,1,31,3,2,0,0,72,1
75123,Technology,region_26,Bachelor's,m,sourcing,1,52,4,16,0,0,79,0
43641,Operations,region_15,Bachelor's,m,other,2,41,5,7,0,0,56,0
9746,Technology,region_31,Bachelor's,m,sourcing,1,38,3,10,0,0,81,0
44378,Procurement,region_7,Master's & above,f,sourcing,1,41,3,6,1,0,65,0
48295,Sales & Marketing,region_26,Bachelor's,f,other,1,29,3,2,0,0,47,0
43242,Sales & Marketing,region_16,Master's & above,m,other,1,33,4,5,1,0,50,0
33501,Finance,region_22,Below Secondary,m,other,2,25,4,3,1,0,60,0
38554,Sales & Marketing,region_28,Master's & above,m,other,1,43,5,14,0,0,50,0
18321,Sales & Marketing,region_2,Master's & above,m,other,1,55,5,14,1,0,48,0
74601,Sales & Marketing,region_2,Bachelor's,m,other,1,36,4,3,0,0,48,0
46806,Technology,region_7,Master's & above,m,other,1,37,5,10,0,1,88,1
58842,HR,region_2,Master's & above,f,sourcing,1,38,4,7,1,1,46,0
13709,Sales & Marketing,region_28,Master's & above,m,other,1,38,5,6,1,0,94,1
30310,HR,region_22,Master's & above,m,other,1,33,4,7,0,0,54,0
10464,Sales & Marketing,region_7,Bachelor's,f,other,1,31,1,4,0,0,50,0
17505,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,4,6,1,0,49,1
72393,Sales & Marketing,region_25,Bachelor's,m,other,5,31,3,6,0,0,52,0
10840,Sales & Marketing,region_1,Bachelor's,f,other,1,26,5,5,1,0,45,1
7564,Operations,region_22,Bachelor's,f,other,1,30,3,6,0,0,59,0
7504,Analytics,region_4,Bachelor's,f,sourcing,1,29,1,3,1,0,87,1
55100,Operations,region_22,Bachelor's,f,sourcing,1,33,5,7,1,0,64,1
42590,Technology,region_23,Bachelor's,f,other,2,29,3,2,1,0,93,1
33643,Technology,region_27,Bachelor's,f,other,1,27,5,2,1,0,78,1
1837,Procurement,region_31,Bachelor's,m,sourcing,1,36,1,8,0,0,75,1
56553,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,3,7,0,0,59,1
23279,Procurement,region_13,Bachelor's,f,sourcing,1,28,3,5,0,0,74,0
62329,Procurement,region_2,Bachelor's,m,other,1,48,3,16,0,0,84,1
49171,Analytics,region_11,Bachelor's,m,sourcing,3,31,3,3,1,0,81,0
72703,Finance,region_2,Bachelor's,f,other,1,40,3,6,1,0,55,1
75312,Procurement,region_31,Master's & above,m,other,2,40,3,10,0,0,65,0
14657,Procurement,region_26,Bachelor's,m,other,1,29,1,4,0,0,79,1
50750,Operations,region_27,Bachelor's,m,sourcing,1,31,5,6,1,0,57,1
17309,Technology,region_6,Bachelor's,m,sourcing,1,31,4,3,1,0,74,1
23069,Operations,region_22,Bachelor's,f,other,1,33,3,4,1,0,59,0
59972,Technology,region_26,Bachelor's,f,sourcing,1,40,5,12,1,0,77,1
18972,Finance,region_2,Bachelor's,m,sourcing,1,39,4,2,0,0,62,0
44094,Finance,region_2,Bachelor's,f,sourcing,3,33,5,9,1,1,63,0
56778,Operations,region_4,Bachelor's,m,other,1,27,5,2,1,0,55,1
26855,Sales & Marketing,region_29,Master's & above,f,other,1,33,3,2,1,0,48,1
66093,Technology,region_19,Master's & above,m,sourcing,2,34,3,3,0,0,79,0
52301,Sales & Marketing,region_16,Bachelor's,f,other,1,28,4,2,0,0,48,0
11688,Technology,region_5,Below Secondary,f,sourcing,1,24,5,2,0,0,86,1
48945,Technology,region_26,Bachelor's,m,other,1,45,3,2,0,0,73,0
19173,Sales & Marketing,region_7,Master's & above,m,sourcing,1,33,5,7,1,1,90,1
73440,Operations,region_10,Master's & above,m,sourcing,1,32,3,2,1,0,61,1
2356,Finance,region_7,Master's & above,m,other,1,32,4,5,1,0,58,0
55708,Operations,region_15,Bachelor's,m,sourcing,1,34,5,5,0,0,71,1
64992,Operations,region_4,Bachelor's,f,sourcing,1,29,4,5,1,0,92,1
73294,HR,region_1,Master's & above,m,other,2,31,3,4,1,1,93,1
75241,Procurement,region_23,Master's & above,f,sourcing,1,35,5,8,1,0,72,1
13320,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5,4,1,0,53,1
55970,Operations,region_2,Bachelor's,m,sourcing,1,43,3,16,0,0,56,0
74710,Finance,region_32,Bachelor's,m,other,1,37,5,3,1,0,59,0
70866,Sales & Marketing,region_15,Bachelor's,m,other,1,33,1,7,1,0,50,0
1499,Sales & Marketing,region_25,Master's & above,m,other,1,35,4,6,1,0,46,1
11308,Analytics,region_22,Bachelor's,m,other,1,31,3,7,0,0,86,1
63684,Procurement,region_7,Bachelor's,f,sourcing,1,28,1,2,0,0,65,0
10609,Operations,region_32,Bachelor's,m,other,1,30,5,4,1,0,53,0
21716,Operations,region_2,Bachelor's,f,sourcing,1,51,3,11,1,0,58,1
62040,Operations,region_20,Bachelor's,f,other,1,30,5,3,1,0,60,1
36201,Operations,region_2,Master's & above,f,other,1,60,4,17,1,0,64,0
13229,Operations,region_13,Master's & above,m,other,1,55,5,13,1,0,62,1
56175,Analytics,region_22,Bachelor's,m,other,2,31,3,6,0,1,84,1
56516,Procurement,region_15,Bachelor's,m,other,2,28,3,5,0,0,69,0
10049,Technology,region_7,Master's & above,m,sourcing,1,45,1,16,1,0,78,1
49030,Sales & Marketing,region_7,Master's & above,f,other,1,34,4,10,1,0,50,1
51366,Analytics,region_30,Bachelor's,m,other,1,26,5,2,0,0,82,0
72268,Procurement,region_27,Bachelor's,m,sourcing,1,28,4,5,1,0,68,0
2143,Technology,region_26,Bachelor's,m,other,2,30,5,3,1,0,89,1
62290,Operations,region_2,Bachelor's,m,sourcing,1,59,3,19,0,0,56,0
16830,Operations,region_16,Bachelor's,f,sourcing,1,32,4,2,1,0,61,1
32802,Procurement,region_2,Bachelor's,m,sourcing,1,42,3,13,0,0,68,0
13987,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5,8,0,0,51,0
6395,Procurement,region_5,Master's & above,f,other,1,32,2,7,0,0,70,0
17815,Technology,region_2,Below Secondary,m,other,3,25,5,2,0,0,91,1
14140,Finance,region_2,Bachelor's,m,other,2,56,3,14,0,0,60,0
58979,Technology,region_2,Master's & above,f,referred,1,33,3,2,0,0,80,1
51999,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,3,9,0,0,52,0
65758,Analytics,region_24,Bachelor's,m,other,1,28,5,3,0,0,87,1
4959,Operations,region_22,Master's & above,m,other,1,45,3,12,0,0,74,1
62132,Analytics,region_1,Bachelor's,m,sourcing,1,28,3,5,0,0,84,0
29900,Technology,region_2,Bachelor's,m,sourcing,3,37,4,13,1,0,82,1
62999,Operations,region_32,Master's & above,f,sourcing,1,41,3,3,0,0,60,0
5515,Operations,region_13,Master's & above,m,other,1,43,3,7,1,0,56,1
61713,Sales & Marketing,region_13,Master's & above,m,sourcing,1,39,1,7,0,0,48,0
63557,Procurement,region_10,Master's & above,m,other,1,33,5,2,1,1,91,1
7156,Operations,region_5,Bachelor's,m,sourcing,1,32,5,7,0,0,64,0
10863,Procurement,region_7,Master's & above,f,other,1,48,5,4,0,0,69,0
22005,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,5,4,1,0,50,0
25197,Operations,region_31,Bachelor's,f,other,1,36,5,9,1,0,59,1
36021,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,28,3,4,0,0,47,0
60477,Operations,region_30,Master's & above,f,other,1,39,3,9,0,0,64,0
56905,Technology,region_25,Master's & above,m,other,1,36,1,9,0,0,80,0
3782,R&D,region_26,Master's & above,m,other,2,30,3,4,0,0,82,0
8090,Sales & Marketing,region_22,Bachelor's,m,other,1,29,1,2,0,0,52,0
26670,Sales & Marketing,region_28,Master's & above,m,sourcing,1,29,5,4,1,0,47,0
52471,Legal,region_22,Bachelor's,m,referred,1,28,4,4,0,0,73,1
42017,Procurement,region_17,Bachelor's,m,sourcing,1,39,5,10,1,1,86,1
49613,Technology,region_25,Bachelor's,m,other,2,30,3,3,1,0,76,1
35608,R&D,region_7,Bachelor's,m,sourcing,1,29,5,5,1,1,86,1
74997,Analytics,region_26,Bachelor's,m,other,1,41,3,4,0,0,86,1
59285,Operations,region_33,Bachelor's,m,other,1,53,5,18,0,0,61,0
31154,Operations,region_15,Bachelor's,f,sourcing,1,38,3,9,1,0,91,1
69459,Procurement,region_23,Master's & above,m,other,1,32,5,7,0,0,78,1
23128,Technology,region_2,Bachelor's,f,other,1,30,3,2,1,0,77,1
54834,Finance,region_2,Bachelor's,m,other,1,26,5,6,0,0,59,0
30727,Analytics,region_29,Bachelor's,f,other,1,29,1,6,0,0,83,0
73483,Procurement,region_2,Master's & above,m,sourcing,1,41,3,16,0,0,73,0
9119,Procurement,region_20,Bachelor's,m,sourcing,1,29,5,3,1,0,84,1
14160,Procurement,region_27,Bachelor's,m,sourcing,2,31,5,10,1,0,69,1
13506,Operations,region_15,Bachelor's,m,other,2,35,3,10,0,0,70,1
64143,Operations,region_22,Below Secondary,f,other,1,24,3,2,0,0,59,0
51210,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,2,2,0,0,47,0
67328,Operations,region_32,Bachelor's,m,other,1,35,4,4,1,1,74,1
55520,Analytics,region_2,Bachelor's,m,other,1,56,3,24,0,0,84,0
75871,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,5,5,0,0,60,1
70809,Sales & Marketing,region_28,Master's & above,m,other,2,36,3,3,0,0,65,1
56373,Operations,region_2,Bachelor's,f,other,1,28,5,5,1,0,59,0
57593,Technology,region_23,Master's & above,m,other,1,34,1,2,1,0,86,1
26606,Technology,region_2,Master's & above,m,other,1,56,4,26,0,0,73,0
34759,Procurement,region_10,Bachelor's,f,sourcing,1,31,5,2,1,0,94,1
68010,Procurement,region_2,Bachelor's,f,other,1,35,5,9,1,0,69,1
32847,Analytics,region_29,Bachelor's,m,sourcing,1,29,4,4,1,0,85,0
46355,Technology,region_2,Bachelor's,m,other,1,31,3,3,0,0,83,1
18870,Analytics,region_22,Bachelor's,f,other,2,28,5,4,0,0,87,1
19867,Operations,region_2,Master's & above,m,sourcing,1,52,1,19,0,0,59,0
31012,Sales & Marketing,region_7,Master's & above,f,other,1,32,4,5,0,0,52,0
65339,Technology,region_22,Bachelor's,m,other,1,38,4,7,0,0,78,0
25320,Operations,region_13,Master's & above,f,sourcing,2,33,2,3,0,0,61,0
49386,Technology,region_33,Bachelor's,f,sourcing,1,36,3,7,0,0,81,0
66412,Sales & Marketing,region_7,Bachelor's,m,referred,1,33,5,7,0,0,64,1
69958,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,40,3,3,0,0,49,0
26805,Operations,region_32,Bachelor's,m,other,1,36,4,3,1,0,74,1
41190,Sales & Marketing,region_7,Bachelor's,m,other,2,46,3,5,0,0,50,0
39899,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,4,14,1,0,46,1
33820,R&D,region_4,Bachelor's,m,other,2,33,3,4,1,0,84,1
77265,Technology,region_16,Master's & above,m,other,1,35,5,5,1,0,96,1
17555,Procurement,region_7,Master's & above,f,other,1,35,5,5,1,0,67,1
74021,Procurement,region_2,Bachelor's,m,sourcing,1,36,4,3,0,0,68,0
48399,Operations,region_4,Master's & above,f,other,1,37,5,9,0,0,63,0
9586,Sales & Marketing,region_22,Bachelor's,m,other,1,29,3,4,0,0,58,1
55534,Sales & Marketing,region_5,Bachelor's,m,other,1,42,1,3,0,0,51,0
70693,Sales & Marketing,region_28,Master's & above,m,other,1,30,4,6,1,0,50,1
45567,Sales & Marketing,region_22,Bachelor's,m,other,1,34,5,2,1,0,52,0
62728,Sales & Marketing,region_11,Master's & above,m,sourcing,1,43,3,3,1,0,49,1
77807,Operations,region_22,Master's & above,f,sourcing,1,31,5,2,0,0,68,1
359,Procurement,region_20,Master's & above,f,other,1,34,3,7,0,0,70,0
66985,Procurement,region_15,Bachelor's,m,other,1,45,3,13,1,0,71,0
66037,Operations,region_22,Bachelor's,f,other,1,27,5,2,1,0,56,0
51277,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,4,5,1,0,46,1
23558,Technology,region_22,Bachelor's,m,other,2,34,1,9,0,0,80,0
16136,Sales & Marketing,region_15,Bachelor's,m,other,3,37,3,5,0,0,52,0
26692,Analytics,region_8,Bachelor's,f,other,1,27,1,5,0,0,85,0
56677,Analytics,region_2,Bachelor's,f,other,1,32,4,8,1,0,86,0
47451,Procurement,region_29,Master's & above,f,sourcing,1,35,3,5,1,0,65,1
17010,Technology,region_7,Bachelor's,f,other,1,32,3,6,0,0,81,1
169,R&D,region_2,Bachelor's,m,sourcing,4,40,1,5,0,0,84,0
13046,Operations,region_7,Bachelor's,m,other,1,26,4,3,1,0,58,0
50944,Procurement,region_22,Master's & above,m,other,1,58,3,26,0,0,68,0
61290,Technology,region_20,Bachelor's,m,sourcing,1,26,3,4,1,0,80,0
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3,10,0,0,60,0
17931,Legal,region_22,Bachelor's,m,other,1,29,3,3,1,0,60,0
44298,Operations,region_2,Master's & above,m,sourcing,1,34,5,2,1,0,62,1
14470,Technology,region_17,Master's & above,m,other,1,36,3,9,0,1,99,1
63291,Sales & Marketing,region_26,Bachelor's,m,other,1,42,3,11,1,0,99,1
18241,Procurement,region_13,Master's & above,m,sourcing,1,38,2,9,0,0,69,0
14877,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,43,1,15,0,0,48,0
76244,Analytics,region_15,Bachelor's,m,sourcing,1,33,4,5,0,0,81,0
70897,Operations,region_13,Master's & above,m,other,1,40,3,5,0,1,72,1
64595,HR,region_22,Bachelor's,f,other,1,25,3,3,0,0,46,0
67525,Operations,region_2,Master's & above,f,other,2,40,4,6,1,0,95,1
45188,Technology,region_11,Bachelor's,f,other,1,35,1,4,1,0,76,0
44063,Sales & Marketing,region_31,Bachelor's,m,other,1,25,3,1,0,0,52,0
12598,Analytics,region_6,Bachelor's,m,sourcing,1,29,4,4,0,0,78,0
4749,Sales & Marketing,region_28,Master's & above,m,other,2,38,5,10,1,1,93,1
8858,Sales & Marketing,region_12,Master's & above,m,sourcing,1,38,5,2,1,0,50,1
38285,Sales & Marketing,region_11,Bachelor's,m,other,2,31,4,7,0,0,52,0
32748,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,3,9,0,0,53,0
14301,Procurement,region_7,Bachelor's,m,sourcing,2,32,3,8,0,0,74,0
41107,Technology,region_16,Bachelor's,m,other,1,38,4,4,0,0,78,0
41547,Sales & Marketing,region_2,Bachelor's,m,other,2,25,5,2,1,0,50,1
30901,Operations,region_15,Bachelor's,m,sourcing,1,42,4,5,1,0,58,0
40932,Operations,region_1,Bachelor's,m,other,1,26,4,3,1,0,60,0
58732,Operations,region_2,Bachelor's,f,sourcing,1,44,4,7,1,0,61,1
43837,Operations,region_5,Bachelor's,f,other,1,31,5,5,0,0,72,1
24958,Technology,region_26,Master's & above,m,other,1,41,5,4,0,0,90,1
76205,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,36,1,4,1,0,50,0
10622,Procurement,region_2,Master's & above,m,referred,1,41,5,13,0,0,80,1
53707,Operations,region_15,Bachelor's,m,sourcing,3,32,3,4,1,0,55,0
27429,Operations,region_15,Master's & above,m,other,1,37,5,3,0,0,73,1
72074,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,5,2,1,0,49,1
48815,Technology,region_4,Bachelor's,f,other,3,35,4,4,0,0,81,0
6087,Sales & Marketing,region_2,Master's & above,m,other,1,36,5,8,1,0,56,1
18820,Procurement,region_20,Bachelor's,f,other,1,30,3,5,0,0,75,1
15359,Procurement,region_7,Master's & above,f,other,1,35,3,4,1,0,68,1
18655,Operations,region_19,Master's & above,m,other,1,40,3,2,0,0,57,0
43370,Technology,region_34,Master's & above,m,other,1,33,3,5,0,0,79,0
15974,Finance,region_2,Bachelor's,m,sourcing,1,30,5,4,1,0,57,0
2985,Analytics,region_22,Bachelor's,f,sourcing,1,26,5,4,1,0,86,1
60771,Sales & Marketing,region_22,Bachelor's,m,other,1,30,2,4,0,0,51,0
4896,Sales & Marketing,region_13,Bachelor's,m,other,1,45,3,3,0,0,50,0
17427,Operations,region_2,Bachelor's,m,other,1,47,5,15,0,0,59,0
69582,Operations,region_22,Bachelor's,m,other,2,37,4,12,1,0,57,1
26796,Operations,region_2,Bachelor's,m,other,1,36,3,7,1,0,52,0
50562,Procurement,region_7,Bachelor's,f,sourcing,1,36,3,3,0,0,69,0
73795,Analytics,region_6,Bachelor's,m,other,1,34,2,7,1,0,87,1
67943,Finance,region_28,Bachelor's,f,sourcing,1,30,3,4,0,0,68,0
7746,Procurement,region_22,Bachelor's,f,sourcing,1,30,5,5,1,0,72,1
62785,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,1,4,0,0,48,0
30106,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,4,4,1,0,45,0
555,Finance,region_28,Master's & above,f,sourcing,1,33,4,3,0,0,66,0
38097,Sales & Marketing,region_7,Master's & above,m,other,1,34,3,8,1,0,54,1
56359,Sales & Marketing,region_1,Bachelor's,m,other,1,33,3,7,0,0,51,0
28881,Sales & Marketing,region_29,Master's & above,m,other,1,36,3,8,0,0,48,0
13049,Technology,region_27,Below Secondary,m,other,1,23,3,2,1,0,78,1
13834,Operations,region_26,Bachelor's,f,sourcing,1,36,3,10,0,0,72,1
31274,Operations,region_22,Bachelor's,f,sourcing,2,34,3,3,1,0,64,1
67690,Procurement,region_8,Bachelor's,m,other,1,27,5,4,0,0,97,1
35377,Operations,region_31,Master's & above,m,other,1,42,3,5,1,0,62,1
28049,Finance,region_22,Bachelor's,f,other,1,26,5,1,1,0,58,0
30828,Finance,region_28,Bachelor's,m,sourcing,1,31,5,5,1,0,55,1
42808,Operations,region_6,Bachelor's,f,other,1,28,5,2,1,0,61,0
41174,Technology,region_22,Master's & above,f,sourcing,1,33,4,5,0,0,79,0
19289,Operations,region_7,Bachelor's,f,sourcing,1,31,4,7,1,0,90,1
24953,Finance,region_4,Master's & above,m,sourcing,1,32,3,7,1,0,56,1
74198,Sales & Marketing,region_25,Bachelor's,m,other,1,31,4,6,0,0,58,1
11317,Operations,region_4,Master's & above,f,sourcing,1,42,3,10,1,0,62,1
24358,Procurement,region_2,Master's & above,m,sourcing,1,53,5,22,1,0,67,0
3394,Sales & Marketing,region_17,Bachelor's,m,other,1,27,3,3,0,1,56,1
23391,Operations,region_14,Master's & above,m,sourcing,1,48,4,7,0,0,58,0
58624,Operations,region_2,Bachelor's,m,other,1,26,4,3,1,0,59,0
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3,15,0,0,69,1
24758,Finance,region_2,Bachelor's,f,sourcing,1,27,4,2,1,1,68,1
14674,Sales & Marketing,region_2,Bachelor's,m,other,1,32,5,7,1,0,53,1
4359,Operations,region_20,Bachelor's,m,sourcing,1,41,3,5,0,0,60,0
69159,Sales & Marketing,region_24,Bachelor's,m,other,1,24,1,2,0,1,49,0
7211,Technology,region_2,Bachelor's,f,other,1,35,5,6,1,0,74,1
43461,Operations,region_31,Bachelor's,m,other,1,31,3,3,1,0,61,1
25057,Procurement,region_2,Bachelor's,f,other,1,41,2,10,1,0,70,0
36633,Technology,region_22,Bachelor's,m,referred,1,26,3,2,1,0,84,0
73707,Procurement,region_26,Bachelor's,f,other,1,36,5,10,1,0,75,1
55644,Operations,region_11,Bachelor's,m,other,1,27,3,3,1,0,58,0
15739,Procurement,region_8,Bachelor's,m,other,1,28,5,6,1,0,68,1
1570,Operations,region_13,Bachelor's,m,other,1,34,3,3,0,0,68,1
29725,Sales & Marketing,region_26,Master's & above,m,sourcing,2,33,3,5,1,0,53,1
11241,Finance,region_2,Bachelor's,m,sourcing,1,29,3,5,0,0,58,0
34978,Sales & Marketing,region_31,Master's & above,m,other,1,37,1,8,0,0,45,0
10091,Operations,region_27,Master's & above,m,other,3,36,5,4,1,0,58,0
21946,Technology,region_7,Bachelor's,f,other,1,29,5,2,1,0,85,1
58129,Analytics,region_2,Master's & above,m,sourcing,1,59,3,12,1,1,82,1
26894,Procurement,region_7,Bachelor's,f,other,1,30,4,3,1,0,97,1
22828,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,3,8,1,0,95,1
22414,Procurement,region_10,Master's & above,f,other,1,31,3,6,1,0,66,1
10952,Operations,region_16,Bachelor's,m,other,2,34,4,6,1,0,62,0
23071,Operations,region_4,Bachelor's,f,sourcing,1,40,4,7,1,0,90,1
21952,Technology,region_7,Master's & above,m,other,1,33,4,4,1,0,91,1
48062,R&D,region_22,Master's & above,m,other,1,37,3,5,1,0,84,0
35368,Operations,region_27,Bachelor's,f,sourcing,1,43,3,10,1,0,62,1
6830,Operations,region_2,Bachelor's,f,sourcing,1,49,1,15,0,0,62,0
71567,Sales & Marketing,region_2,Bachelor's,m,other,1,31,4,4,1,0,62,1
11283,HR,region_14,Bachelor's,m,sourcing,1,28,4,5,1,0,48,1
20321,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,26,4,3,0,0,52,0
